review_id,restaurant_name,cuisine_type,city,rating,review_text,review_length,review_date
227,Chai & Chaat,Indian,Pune,3,Decent place for a quick bite if you're in the area.,52,2024-07-01
228,Pasta Palace,Italian,Delhi,2,The food was cold by the time it reached our table. Way overpriced for the quality and quantity we received.,108,2024-11-26
229,Rustic Oven,Italian,Ahmedabad,4,"Best meal I've had in months, will definitely come back!",56,2025-03-31
230,Bella Napoli,Italian,Hyderabad,4,"The chef clearly knows what they're doing, every dish was perfect.",66,2025-12-22
231,Noodle Bar,Chinese,Pune,3,The ambiance was nice but the food was just average.,52,2024-11-29
232,Green Leaf Cafe,Vegan,Delhi,3,Decent place for a quick bite if you're in the area.,52,2023-06-23
233,Chai & Chaat,Indian,Jaipur,3,"It's a standard restaurant, does the job but nothing memorable.",63,2023-04-12
234,Urban Tandoor,Indian,Bengaluru,2,We waited over an hour despite having a reservation. Our order was wrong and it took forever to get it corrected.,113,2025-09-21
235,Saffron Table,Indian,Pune,5,"The chef clearly knows what they're doing, every dish was perfect. Amazing service, our server was attentive and friendly.",122,2023-08-22
236,Rustic Oven,Italian,Hyderabad,5,The food was absolutely delicious and beautifully presented. The ambiance was cozy and the staff made us feel welcome.,118,2025-09-23
237,Chai & Chaat,Indian,Pune,1,The place was dirty and the tables hadn't been cleaned properly.,64,2023-04-23
238,Curry House,Indian,Mumbai,5,"Fresh ingredients and bold flavors, highly recommend this place. Portion sizes were generous and the prices were very fair.",123,2023-10-09
239,The Spice Route,Indian,Hyderabad,3,"Decent place for a quick bite if you're in the area. Average experience overall, might try another dish next time.",114,2025-10-15
240,Blue Lotus,Thai,,5,"Amazing service, our server was attentive and friendly. The chef clearly knows what they're doing, every dish was perfect.",122,2024-04-16
241,Urban Tandoor,Indian,Hyderabad,2,Service was extremely slow and the staff seemed disinterested. The food was bland and lacked any real seasoning.,112,2023-02-08
242,Rustic Oven,Italian,Hyderabad,4,"Fresh ingredients and bold flavors, highly recommend this place. Amazing service, our server was attentive and friendly.",120,2025-04-08
243,The Spice Route,Indian,Jaipur,5,"A hidden gem, the flavors were authentic and comforting.",56,2024-10-27
244,Smoky BBQ Pit,American,Hyderabad,5,"Amazing service, our server was attentive and friendly. The ambiance was cozy and the staff made us feel welcome.",113,2023-06-30
245,Rustic Oven,Italian,Pune,3,,58,2025-03-31
246,Green Leaf Cafe,Vegan,Mumbai,3,"Decent place for a quick bite if you're in the area. The food was okay, nothing special but not bad either.",107,2024-03-29
247,Saffron Table,Indian,Chennai,3,The ambiance was nice but the food was just average.,52,2025-11-10
248,Sushi Zen,Japanese,Pune,4,"Best meal I've had in months, will definitely come back!",56,2024-04-28
249,Curry House,Indian,Mumbai,5,"Great spot for a family dinner, kids loved it too.",50,2023-12-22
250,The Burger Joint,American,Jaipur,4,"A hidden gem, the flavors were authentic and comforting. The staff went above and beyond to accommodate our allergies.",118,2025-10-08
251,Rustic Oven,Italian,Mumbai,3,"Decent place for a quick bite if you're in the area. Service was fine, food took a bit longer than expected.",108,2024-10-23
252,The Pizza Cellar,Italian,Ahmedabad,5,"Fresh ingredients and bold flavors, highly recommend this place. A hidden gem, the flavors were authentic and comforting.",121,2025-06-24
253,Smoky BBQ Pit,American,Jaipur,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2025-11-05
254,Noodle Bar,Chinese,Pune,5,Portion sizes were generous and the prices were very fair.,58,2023-03-19
255,Bella Napoli,Italian,Ahmedabad,2,"The restaurant was too noisy and cramped to enjoy the meal. Definitely not worth the hype, quite disappointing overall.",119,2023-07-04
256,Noodle Bar,Chinese,Delhi,4,"A hidden gem, the flavors were authentic and comforting. Quick service even though the place was packed.",104,2024-01-21
257,Golden Dragon,Chinese,Mumbai,4,Portion sizes were generous and the prices were very fair.,58,2025-07-11
258,Saffron Table,Indian,Jaipur,2,The place was dirty and the tables hadn't been cleaned properly.,64,2023-12-20
259,Noodle Bar,Chinese,Chennai,4,Portion sizes were generous and the prices were very fair.,58,2025-12-09
260,Pasta Palace,Italian,Ahmedabad,4,"Portion sizes were generous and the prices were very fair. Great spot for a family dinner, kids loved it too.",109,2025-03-04
261,Green Leaf Cafe,Vegan,Hyderabad,2,Service was extremely slow and the staff seemed disinterested. I found a hair in my food and the manager barely apologized.,123,2023-05-15
262,Pasta Palace,Italian,Mumbai,3,The ambiance was nice but the food was just average.,52,2024-05-31
263,Rustic Oven,Italian,Hyderabad,1,Our order was wrong and it took forever to get it corrected. The portions were tiny for the price we paid.,106,2023-10-17
264,Sushi Zen,Japanese,Chennai,3,"Reasonable prices, the menu could use more variety though. The ambiance was nice but the food was just average.",111,2023-06-23
265,Sushi Zen,Japanese,Hyderabad,4,"Great spot for a family dinner, kids loved it too.",50,2025-12-14
266,Saffron Table,Indian,Pune,2,The food was bland and lacked any real seasoning.,49,2025-01-11
267,The Burger Joint,American,Bengaluru,5,Quick service even though the place was packed. The ambiance was cozy and the staff made us feel welcome.,105,2024-03-14
268,Sushi Zen,Japanese,Mumbai,3,"It's a standard restaurant, does the job but nothing memorable.",63,2023-11-14
269,Saffron Table,Indian,Delhi,3,The ambiance was nice but the food was just average.,52,2025-12-14
270,Chai & Chaat,Indian,Delhi,3,Decent place for a quick bite if you're in the area.,52,2025-02-10
271,Chai & Chaat,Indian,Chennai,4,"The food was absolutely delicious and beautifully presented. The chef clearly knows what they're doing, every dish was perfect.",127,2023-12-06
272,Le Petit Bistro,French,Bengaluru,1,Parking was a nightmare and the staff was rude at the entrance. The restaurant was too noisy and cramped to enjoy the meal.,123,2025-06-28
273,Blue Lotus,Thai,Chennai,5,Quick service even though the place was packed. The ambiance was cozy and the staff made us feel welcome.,105,2024-05-04
274,Rustic Oven,Italian,Hyderabad,4,"Fresh ingredients and bold flavors, highly recommend this place. The chef clearly knows what they're doing, every dish was perfect.",131,2025-06-21
275,The Burger Joint,American,Ahmedabad,3,"It's a standard restaurant, does the job but nothing memorable.",63,2024-02-13
276,The Pizza Cellar,Italian,Mumbai,4,The staff went above and beyond to accommodate our allergies.,61,2025-01-30
277,Pasta Palace,Italian,Jaipur,3,"It's a standard restaurant, does the job but nothing memorable.",63,2023-06-21
278,Saffron Table,Indian,Jaipur,3,"Average experience overall, might try another dish next time. Not the best, not the worst, a fairly typical dining experience.",126,2023-10-29
279,Smoky BBQ Pit,American,Chennai,4,"The food was absolutely delicious and beautifully presented. The chef clearly knows what they're doing, every dish was perfect.",127,2023-02-24
280,Le Petit Bistro,French,Bengaluru,3,The ambiance was nice but the food was just average.,52,2025-03-01
281,The Spice Route,Indian,Chennai,4,The staff went above and beyond to accommodate our allergies.,61,2024-10-14
282,Sushi Zen,Japanese,Jaipur,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2023-10-09
283,Sushi Zen,Japanese,Mumbai,5,"A hidden gem, the flavors were authentic and comforting. The food was absolutely delicious and beautifully presented.",117,2025-08-18
284,The Spice Route,Indian,Hyderabad,3,Decent place for a quick bite if you're in the area.,52,2024-06-08
285,Taco Fiesta,Mexican,Mumbai,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2024-08-13
286,Golden Dragon,Chinese,Jaipur,1,"The portions were tiny for the price we paid. Definitely not worth the hype, quite disappointing overall.",105,2024-05-03
287,Bella Napoli,Italian,Bengaluru,3,"The food was okay, nothing special but not bad either. The ambiance was nice but the food was just average.",107,2023-08-16
288,Sushi Zen,Japanese,Chennai,5,"The food was absolutely delicious and beautifully presented. A hidden gem, the flavors were authentic and comforting.",117,2024-08-19
289,Le Petit Bistro,French,Chennai,3,"Average experience overall, might try another dish next time.",61,2025-05-03
290,Bella Napoli,Italian,Jaipur,3,"Reasonable prices, the menu could use more variety though.",58,2025-12-13
291,Golden Dragon,Chinese,Ahmedabad,3,"It's a standard restaurant, does the job but nothing memorable. The ambiance was nice but the food was just average.",116,2025-03-03
292,Smoky BBQ Pit,American,Mumbai,3,"Service was fine, food took a bit longer than expected. The ambiance was nice but the food was just average.",108,2023-05-19
293,Rustic Oven,Italian,Chennai,4,The food was absolutely delicious and beautifully presented.,60,2024-11-11
294,Blue Lotus,Thai,Jaipur,5,"Great spot for a family dinner, kids loved it too.",50,2024-11-24
295,The Pizza Cellar,Italian,Jaipur,4,"Amazing service, our server was attentive and friendly.",55,2024-01-09
296,Golden Dragon,Chinese,Bengaluru,2,The food was cold by the time it reached our table.,51,2024-08-23
297,Golden Dragon,Chinese,Jaipur,4,"Loved the dessert menu, the tiramisu was outstanding. The chef clearly knows what they're doing, every dish was perfect.",120,2024-10-08
298,Ocean Grill,Seafood,Chennai,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2023-03-16
299,Golden Dragon,Chinese,Hyderabad,4,"Amazing service, our server was attentive and friendly. Portion sizes were generous and the prices were very fair.",114,2024-11-10
300,Coastal Kitchen,Seafood,Jaipur,3,"The ambiance was nice but the food was just average. Average experience overall, might try another dish next time.",114,2025-06-19
301,The Pizza Cellar,Italian,Hyderabad,3,"Average experience overall, might try another dish next time. The ambiance was nice but the food was just average.",114,2025-01-22
302,Bella Napoli,Italian,Chennai,3,"It's a standard restaurant, does the job but nothing memorable.",63,2025-05-31
303,Taco Fiesta,Mexican,Pune,4,"Great spot for a family dinner, kids loved it too. Fresh ingredients and bold flavors, highly recommend this place.",115,2023-06-13
304,Noodle Bar,Chinese,Jaipur,5,The staff went above and beyond to accommodate our allergies.,61,2025-05-22
305,Smoky BBQ Pit,American,Chennai,4,The staff went above and beyond to accommodate our allergies.,61,2025-07-04
306,Chai & Chaat,Indian,Hyderabad,3,"The food was okay, nothing special but not bad either. Not the best, not the worst, a fairly typical dining experience.",119,2025-06-09
307,Smoky BBQ Pit,American,Delhi,5,The food was absolutely delicious and beautifully presented.,60,2025-11-16
308,Chai & Chaat,Indian,Mumbai,2,Way overpriced for the quality and quantity we received.,56,2025-06-16
309,Le Petit Bistro,French,Ahmedabad,3,"Reasonable prices, the menu could use more variety though. It's a standard restaurant, does the job but nothing memorable.",122,2025-01-20
310,Chai & Chaat,Indian,Jaipur,3,The ambiance was nice but the food was just average. Decent place for a quick bite if you're in the area.,105,2023-11-11
311,Bella Napoli,Italian,Pune,3,"Reasonable prices, the menu could use more variety though. Decent place for a quick bite if you're in the area.",111,2023-10-09
312,Le Petit Bistro,French,Delhi,4,The staff went above and beyond to accommodate our allergies.,61,2023-08-21
313,The Pizza Cellar,Italian,Pune,5,"Loved the dessert menu, the tiramisu was outstanding. Amazing service, our server was attentive and friendly.",109,2025-11-26
314,Ocean Grill,Seafood,Pune,4,"A hidden gem, the flavors were authentic and comforting.",56,2025-07-02
315,The Pizza Cellar,Italian,Mumbai,5,"Best meal I've had in months, will definitely come back!",56,2024-02-14
316,Noodle Bar,Chinese,Chennai,4,"Amazing service, our server was attentive and friendly. Great spot for a family dinner, kids loved it too.",106,2023-12-20
317,Smoky BBQ Pit,American,Delhi,4,"Fresh ingredients and bold flavors, highly recommend this place. Best meal I've had in months, will definitely come back!",121,2023-05-13
318,Smoky BBQ Pit,American,Bengaluru,3,"Average experience overall, might try another dish next time.",61,2025-11-07
319,Sushi Zen,Japanese,Chennai,5,The food was absolutely delicious and beautifully presented. Portion sizes were generous and the prices were very fair.,119,2024-04-29
320,Noodle Bar,Chinese,Pune,4,"Amazing service, our server was attentive and friendly.",55,2023-09-23
321,Coastal Kitchen,Seafood,Mumbai,3,"Reasonable prices, the menu could use more variety though. Not the best, not the worst, a fairly typical dining experience.",123,2025-09-07
322,Sushi Zen,Japanese,Jaipur,5,Quick service even though the place was packed.,47,2024-10-11
323,Saffron Table,Indian,Delhi,2,I found a hair in my food and the manager barely apologized.,60,2024-12-06
324,Sushi Zen,Japanese,Delhi,5,"Amazing service, our server was attentive and friendly.",55,2025-06-05
325,Pasta Palace,Italian,Bengaluru,2,The food was bland and lacked any real seasoning.,49,2023-12-04
326,Smoky BBQ Pit,American,Bengaluru,3,"Average experience overall, might try another dish next time. Decent place for a quick bite if you're in the area.",114,2025-11-28
327,Blue Lotus,Thai,Pune,5,"Great spot for a family dinner, kids loved it too.",50,2024-07-16
328,Chai & Chaat,Indian,Delhi,4,"Loved the dessert menu, the tiramisu was outstanding.",53,2025-12-28
329,Rustic Oven,Italian,Chennai,5,"Great spot for a family dinner, kids loved it too.",50,2023-11-12
330,Rustic Oven,Italian,Ahmedabad,5,"Amazing service, our server was attentive and friendly.",55,2023-03-26
331,Rustic Oven,Italian,Hyderabad,4,"A hidden gem, the flavors were authentic and comforting.",56,2024-06-26
332,Chai & Chaat,Indian,Pune,2,The portions were tiny for the price we paid. I found a hair in my food and the manager barely apologized.,106,2023-03-04
333,Pasta Palace,Italian,Pune,3,"Reasonable prices, the menu could use more variety though.",58,2025-09-16
334,Noodle Bar,Chinese,Jaipur,3,Decent place for a quick bite if you're in the area.,52,2023-05-30
335,Urban Tandoor,Indian,Delhi,4,The ambiance was cozy and the staff made us feel welcome. Portion sizes were generous and the prices were very fair.,116,2025-09-18
336,Green Leaf Cafe,Vegan,Chennai,3,"Reasonable prices, the menu could use more variety though. Average experience overall, might try another dish next time.",120,2024-10-15
337,Saffron Table,Indian,Mumbai,2,The place was dirty and the tables hadn't been cleaned properly. The restaurant was too noisy and cramped to enjoy the meal.,124,2023-08-06
338,Ocean Grill,Seafood,Mumbai,3,Decent place for a quick bite if you're in the area.,52,2025-07-09
339,Golden Dragon,Chinese,Delhi,3,"Reasonable prices, the menu could use more variety though. Average experience overall, might try another dish next time.",120,2024-08-17
340,Green Leaf Cafe,Vegan,Jaipur,3,Decent place for a quick bite if you're in the area.,52,2024-10-02
341,Saffron Table,Indian,Ahmedabad,2,Our order was wrong and it took forever to get it corrected. The restaurant was too noisy and cramped to enjoy the meal.,120,2025-08-14
342,Bella Napoli,Italian,Chennai,4,The ambiance was cozy and the staff made us feel welcome. The staff went above and beyond to accommodate our allergies.,119,2025-03-16
343,Golden Dragon,Chinese,Jaipur,3,"Not the best, not the worst, a fairly typical dining experience. It's a standard restaurant, does the job but nothing memorable.",128,2023-04-14
344,Pasta Palace,Italian,Delhi,2,We waited over an hour despite having a reservation.,52,2023-01-17
345,Ocean Grill,Seafood,Hyderabad,3,"The ambiance was nice but the food was just average. The food was okay, nothing special but not bad either.",107,2025-01-19
346,Golden Dragon,Chinese,,3,"It's a standard restaurant, does the job but nothing memorable. The food was okay, nothing special but not bad either.",118,2024-02-03
347,Saffron Table,Indian,Mumbai,2,"Definitely not worth the hype, quite disappointing overall. The portions were tiny for the price we paid.",105,2025-07-11
348,Sushi Zen,Japanese,Chennai,3,"The ambiance was nice but the food was just average. Reasonable prices, the menu could use more variety though.",111,2023-07-18
349,Blue Lotus,Thai,Hyderabad,3,"Service was fine, food took a bit longer than expected.",55,2025-01-18
350,Saffron Table,Indian,Delhi,3,"The food was okay, nothing special but not bad either.",54,2023-03-24
351,Green Leaf Cafe,Vegan,Delhi,3,"Decent place for a quick bite if you're in the area. It's a standard restaurant, does the job but nothing memorable.",116,2025-08-28
352,Green Leaf Cafe,Vegan,Pune,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2024-10-14
353,Rustic Oven,Italian,Pune,5,"The staff went above and beyond to accommodate our allergies. A hidden gem, the flavors were authentic and comforting.",118,2024-11-19
354,The Pizza Cellar,Italian,Mumbai,4,"Portion sizes were generous and the prices were very fair. Great spot for a family dinner, kids loved it too.",109,2023-02-04
355,Urban Tandoor,Indian,Pune,3,"Not the best, not the worst, a fairly typical dining experience.",64,2024-09-22
356,Rustic Oven,Italian,Delhi,3,"Not the best, not the worst, a fairly typical dining experience.",64,2024-04-11
357,Saffron Table,Indian,Ahmedabad,3,"Service was fine, food took a bit longer than expected.",55,2025-02-17
358,Rustic Oven,Italian,Jaipur,4,The food was absolutely delicious and beautifully presented.,60,2023-08-14
359,Green Leaf Cafe,Vegan,Bengaluru,3,"Reasonable prices, the menu could use more variety though.",58,2025-05-07
360,Urban Tandoor,Indian,Delhi,2,Parking was a nightmare and the staff was rude at the entrance. The food was cold by the time it reached our table.,115,2025-10-24
361,Saffron Table,Indian,Hyderabad,4,"Great spot for a family dinner, kids loved it too. Quick service even though the place was packed.",98,2024-02-29
362,Green Leaf Cafe,Vegan,,5,"Loved the dessert menu, the tiramisu was outstanding. Portion sizes were generous and the prices were very fair.",112,2023-12-21
363,Ocean Grill,Seafood,Pune,3,"Service was fine, food took a bit longer than expected.",55,2025-09-18
364,Blue Lotus,Thai,Pune,4,"Fresh ingredients and bold flavors, highly recommend this place.",64,2024-09-03
365,Curry House,Indian,Pune,5,Quick service even though the place was packed. Portion sizes were generous and the prices were very fair.,106,2025-09-28
366,Pasta Palace,Italian,Delhi,2,We waited over an hour despite having a reservation. The food was bland and lacked any real seasoning.,102,2023-09-07
367,Pasta Palace,Italian,Jaipur,3,"Average experience overall, might try another dish next time. Decent place for a quick bite if you're in the area.",114,2023-03-28
368,Ocean Grill,Seafood,Pune,4,The ambiance was cozy and the staff made us feel welcome.,57,2025-09-08
369,Blue Lotus,Thai,Bengaluru,4,"Amazing service, our server was attentive and friendly.",55,2024-07-10
370,Le Petit Bistro,French,Bengaluru,2,The portions were tiny for the price we paid.,45,2023-04-14
371,Golden Dragon,Chinese,Jaipur,3,"The ambiance was nice but the food was just average. Not the best, not the worst, a fairly typical dining experience.",117,2023-07-25
372,Taco Fiesta,Mexican,Delhi,4,"Loved the dessert menu, the tiramisu was outstanding.",53,2023-10-09
373,Urban Tandoor,Indian,Pune,5,"Great spot for a family dinner, kids loved it too. The ambiance was cozy and the staff made us feel welcome.",108,2025-09-01
374,Green Leaf Cafe,Vegan,Bengaluru,4,"Amazing service, our server was attentive and friendly.",55,2024-08-07
375,Blue Lotus,Thai,Delhi,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-03-18
376,Golden Dragon,Chinese,Ahmedabad,2,Way overpriced for the quality and quantity we received. Our order was wrong and it took forever to get it corrected.,117,2025-03-24
377,The Spice Route,Indian,Pune,5,Portion sizes were generous and the prices were very fair.,58,2024-09-03
378,Noodle Bar,Chinese,Jaipur,4,"Best meal I've had in months, will definitely come back! Loved the dessert menu, the tiramisu was outstanding.",110,2025-12-09
379,Ocean Grill,Seafood,Delhi,5,Portion sizes were generous and the prices were very fair.,58,2024-01-30
380,Noodle Bar,Chinese,Chennai,3,"The food was okay, nothing special but not bad either.",54,2024-06-10
381,Pasta Palace,Italian,Hyderabad,2,"Definitely not worth the hype, quite disappointing overall.",59,2024-01-31
382,Urban Tandoor,Indian,Mumbai,3,"Average experience overall, might try another dish next time. Service was fine, food took a bit longer than expected.",117,2025-11-21
383,The Burger Joint,American,Ahmedabad,2,The food was bland and lacked any real seasoning. The place was dirty and the tables hadn't been cleaned properly.,114,2023-10-15
384,Ocean Grill,Seafood,Pune,3,"Not the best, not the worst, a fairly typical dining experience.",64,2025-02-24
385,Green Leaf Cafe,Vegan,Chennai,2,Our order was wrong and it took forever to get it corrected.,60,2024-09-10
386,Le Petit Bistro,French,Pune,3,"Not the best, not the worst, a fairly typical dining experience.",64,2023-05-08
387,The Burger Joint,American,Pune,4,"The staff went above and beyond to accommodate our allergies. Amazing service, our server was attentive and friendly.",117,2025-04-10
388,Smoky BBQ Pit,American,Jaipur,5,"Best meal I've had in months, will definitely come back!",56,2024-03-28
389,Sushi Zen,Japanese,Jaipur,5,"The chef clearly knows what they're doing, every dish was perfect. Loved the dessert menu, the tiramisu was outstanding.",120,2025-07-20
390,Blue Lotus,Thai,Jaipur,3,"Average experience overall, might try another dish next time.",61,2024-03-23
391,Saffron Table,Indian,Mumbai,2,"Definitely not worth the hype, quite disappointing overall.",59,2025-01-10
392,Golden Dragon,Chinese,Delhi,3,Decent place for a quick bite if you're in the area.,52,2025-11-01
393,Green Leaf Cafe,Vegan,Bengaluru,2,Service was extremely slow and the staff seemed disinterested. The portions were tiny for the price we paid.,108,2025-12-01
394,Rustic Oven,Italian,Jaipur,5,"Loved the dessert menu, the tiramisu was outstanding.",53,2025-09-28
395,Golden Dragon,Chinese,Hyderabad,4,"Loved the dessert menu, the tiramisu was outstanding.",53,2025-07-17
396,Noodle Bar,Chinese,Ahmedabad,4,"Great spot for a family dinner, kids loved it too. Fresh ingredients and bold flavors, highly recommend this place.",115,2023-04-29
397,Coastal Kitchen,Seafood,Bengaluru,1,Parking was a nightmare and the staff was rude at the entrance.,63,2024-06-05
398,Rustic Oven,Italian,Chennai,5,"The chef clearly knows what they're doing, every dish was perfect.",66,2023-05-30
399,Bella Napoli,Italian,Ahmedabad,3,"Not the best, not the worst, a fairly typical dining experience.",64,2023-05-04
400,Pasta Palace,Italian,Hyderabad,4,"Best meal I've had in months, will definitely come back!",56,2025-04-17
401,Smoky BBQ Pit,American,Mumbai,2,We waited over an hour despite having a reservation. Parking was a nightmare and the staff was rude at the entrance.,116,2025-02-22
402,Blue Lotus,Thai,Hyderabad,3,"Average experience overall, might try another dish next time. Not the best, not the worst, a fairly typical dining experience.",126,2023-09-30
403,Saffron Table,Indian,Ahmedabad,3,"The food was okay, nothing special but not bad either.",54,2023-09-18
404,Pasta Palace,Italian,Bengaluru,3,"Reasonable prices, the menu could use more variety though. Not the best, not the worst, a fairly typical dining experience.",123,2025-08-06
405,Le Petit Bistro,French,,2,Way overpriced for the quality and quantity we received. Our order was wrong and it took forever to get it corrected.,117,2025-08-01
406,Taco Fiesta,Mexican,Bengaluru,4,"A hidden gem, the flavors were authentic and comforting. The food was absolutely delicious and beautifully presented.",117,2023-03-07
407,Curry House,Indian,Jaipur,3,"The food was okay, nothing special but not bad either.",54,2023-05-18
408,Chai & Chaat,Indian,Hyderabad,3,"The food was okay, nothing special but not bad either.",54,2023-04-10
409,Noodle Bar,Chinese,Delhi,4,The food was absolutely delicious and beautifully presented.,60,2024-04-24
410,Saffron Table,Indian,Chennai,4,The staff went above and beyond to accommodate our allergies.,61,2024-08-15
411,Rustic Oven,Italian,,5,"Fresh ingredients and bold flavors, highly recommend this place.",64,2024-10-18
412,Saffron Table,Indian,Ahmedabad,2,Our order was wrong and it took forever to get it corrected. Parking was a nightmare and the staff was rude at the entrance.,124,2024-03-28
413,Blue Lotus,Thai,Ahmedabad,2,I found a hair in my food and the manager barely apologized. The restaurant was too noisy and cramped to enjoy the meal.,120,2023-12-25
414,Smoky BBQ Pit,American,Hyderabad,5,"The staff went above and beyond to accommodate our allergies. The chef clearly knows what they're doing, every dish was perfect.",128,2025-02-19
415,Sushi Zen,Japanese,Jaipur,5,"Best meal I've had in months, will definitely come back! Loved the dessert menu, the tiramisu was outstanding.",110,2024-09-06
416,Le Petit Bistro,French,Jaipur,2,Parking was a nightmare and the staff was rude at the entrance. Way overpriced for the quality and quantity we received.,120,2024-04-06
417,Golden Dragon,Chinese,Delhi,4,"Loved the dessert menu, the tiramisu was outstanding. The staff went above and beyond to accommodate our allergies.",115,2025-04-25
418,Coastal Kitchen,Seafood,Mumbai,3,"Service was fine, food took a bit longer than expected. Decent place for a quick bite if you're in the area.",108,2024-05-12
419,Noodle Bar,Chinese,Bengaluru,5,"Loved the dessert menu, the tiramisu was outstanding.",53,2025-01-29
420,Golden Dragon,Chinese,Mumbai,3,"The food was okay, nothing special but not bad either. Reasonable prices, the menu could use more variety though.",113,2024-07-03
421,Curry House,Indian,Pune,5,The ambiance was cozy and the staff made us feel welcome. Portion sizes were generous and the prices were very fair.,116,2024-03-20
422,The Spice Route,Indian,Mumbai,5,The staff went above and beyond to accommodate our allergies.,61,2024-03-09
423,The Pizza Cellar,Italian,Bengaluru,4,"The chef clearly knows what they're doing, every dish was perfect.",66,2024-05-11
424,Blue Lotus,Thai,Chennai,5,"The chef clearly knows what they're doing, every dish was perfect. Quick service even though the place was packed.",114,2024-10-20
425,Pasta Palace,Italian,Mumbai,3,"Not the best, not the worst, a fairly typical dining experience. Service was fine, food took a bit longer than expected.",120,2024-06-19
426,The Pizza Cellar,Italian,Chennai,5,Portion sizes were generous and the prices were very fair.,58,2024-10-17
427,Urban Tandoor,Indian,Delhi,2,Parking was a nightmare and the staff was rude at the entrance.,63,2023-04-04
428,The Spice Route,Indian,Bengaluru,5,"Fresh ingredients and bold flavors, highly recommend this place. Best meal I've had in months, will definitely come back!",121,2024-06-18
429,Green Leaf Cafe,Vegan,Jaipur,4,"A hidden gem, the flavors were authentic and comforting. The ambiance was cozy and the staff made us feel welcome.",114,2024-04-16
430,Blue Lotus,Thai,Jaipur,2,The restaurant was too noisy and cramped to enjoy the meal. The portions were tiny for the price we paid.,105,2024-11-22
431,Noodle Bar,Chinese,Jaipur,3,"Decent place for a quick bite if you're in the area. Average experience overall, might try another dish next time.",114,2023-12-11
432,The Burger Joint,American,Ahmedabad,2,Service was extremely slow and the staff seemed disinterested.,62,2023-05-01
433,The Spice Route,Indian,Bengaluru,4,"Great spot for a family dinner, kids loved it too.",50,2025-04-24
434,Bella Napoli,Italian,Jaipur,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-11-06
435,Smoky BBQ Pit,American,Ahmedabad,5,"Great spot for a family dinner, kids loved it too. Quick service even though the place was packed.",98,2023-05-04
436,The Spice Route,Indian,,4,The food was absolutely delicious and beautifully presented. The staff went above and beyond to accommodate our allergies.,122,2025-12-25
437,Blue Lotus,Thai,Hyderabad,5,"Loved the dessert menu, the tiramisu was outstanding.",53,2024-08-10
438,The Burger Joint,American,Bengaluru,3,Decent place for a quick bite if you're in the area.,52,2023-08-08
439,Curry House,Indian,Hyderabad,3,The ambiance was nice but the food was just average. Decent place for a quick bite if you're in the area.,105,2025-12-14
440,Bella Napoli,Italian,Bengaluru,3,"Not the best, not the worst, a fairly typical dining experience. It's a standard restaurant, does the job but nothing memorable.",128,2025-02-03
441,Le Petit Bistro,French,Mumbai,3,"The food was okay, nothing special but not bad either.",54,2024-09-06
442,Coastal Kitchen,Seafood,Ahmedabad,3,"Not the best, not the worst, a fairly typical dining experience. The food was okay, nothing special but not bad either.",119,2025-02-15
443,The Burger Joint,American,Chennai,2,We waited over an hour despite having a reservation. The portions were tiny for the price we paid.,98,2023-06-19
444,Rustic Oven,Italian,Bengaluru,4,The ambiance was cozy and the staff made us feel welcome.,57,2023-07-15
445,Rustic Oven,Italian,Pune,3,"The food was okay, nothing special but not bad either. Not the best, not the worst, a fairly typical dining experience.",119,2025-08-31
446,Blue Lotus,Thai,Ahmedabad,5,Portion sizes were generous and the prices were very fair.,58,2023-03-09
447,Curry House,Indian,Delhi,5,"Amazing service, our server was attentive and friendly. Fresh ingredients and bold flavors, highly recommend this place.",120,2023-10-23
448,Rustic Oven,Italian,Delhi,3,"The ambiance was nice but the food was just average. Service was fine, food took a bit longer than expected.",108,2024-05-07
449,Bella Napoli,Italian,Hyderabad,3,"The food was okay, nothing special but not bad either. Not the best, not the worst, a fairly typical dining experience.",119,2025-10-22
450,Le Petit Bistro,French,Hyderabad,2,"Definitely not worth the hype, quite disappointing overall. Parking was a nightmare and the staff was rude at the entrance.",123,2023-06-05
451,Green Leaf Cafe,Vegan,Bengaluru,3,"Not the best, not the worst, a fairly typical dining experience. Service was fine, food took a bit longer than expected.",120,2023-03-02
452,Smoky BBQ Pit,American,Hyderabad,5,"Best meal I've had in months, will definitely come back! Great spot for a family dinner, kids loved it too.",107,2025-02-07
453,Bella Napoli,Italian,,2,Parking was a nightmare and the staff was rude at the entrance.,63,2024-08-27
454,Bella Napoli,Italian,Delhi,4,"The chef clearly knows what they're doing, every dish was perfect.",66,2024-07-02
455,Coastal Kitchen,Seafood,Ahmedabad,2,Service was extremely slow and the staff seemed disinterested. Parking was a nightmare and the staff was rude at the entrance.,126,2024-10-10
456,Pasta Palace,Italian,Delhi,2,Our order was wrong and it took forever to get it corrected. Service was extremely slow and the staff seemed disinterested.,123,2025-06-29
457,Bella Napoli,Italian,Hyderabad,3,,128,2024-01-19
